annee_numero_tirage,jour_tirage,date_tirage,boule_1,boule_2,boule_3,boule_4,boule_5,etoile_1,etoile_2,boules_croissant,etoiles_croissant,nb_gagnants_r1_fr,nb_gagnants_r1_eu,rapport_r1
2013033,M,23/04/2013,50,4,1,7,10,4,11,1-4-7-10-50,4-11,0,0,0
2013034,V,26/04/2013,40,38,16,24,11,2,5,11-16-24-38-40,2-5,0,1,32469030
2013035,M,30/04/2013,13,50,40,43,36,9,5,13-36-40-43-50,5-9,0,0,0
2013036,V,03/05/2013,5,49,34,3,40,2,3,3-5-34-40-49,2-3,0,0,0
2013037,M,07/05/2013,43,27,13,28,42,4,6,13-27-28-42-43,4-6,0,0,0
2013038,V,10/05/2013,48,35,45,1,32,4,11,1-32-35-45-48,4-11,0,0,0
2013039,M,14/05/2013,24,7,8,36,27,11,5,7-8-24-27-36,5-11,0,0,0
2013040,V,17/05/2013,25,24,50,6,20,9,10,6-20-24-25-50,9-10,0,0,0
2013041,M,21/05/2013,29,19,8,28,7,9,5,7-8-19-28-29,5-9,0,0,0
2013042,V,24/05/2013,22,17,40,7,27,2,3,7-17-22-27-40,2-3,0,0,0
2013043,M,28/05/2013,34,38,13,8,26,3,11,8-13-26-34-38,3-11,0,1,95372874
2013044,V,31/05/2013,29,43,28,34,27,10,5,27-28-29-34-43,5-10,0,0,0
2013045,M,04/06/2013,34,33,40,31,37,6,1,31-33-34-37-40,1-6,0,0,0
2013046,V,07/06/2013,14,26,45,50,7,2,7,7-14-26-45-50,2-7,0,0,0
2013047,M,11/06/2013,7,9,25,5,41,5,1,5-7-9-25-41,1-5,0,0,0
2013048,V,14/06/2013,41,25,48,10,47,6,10,10-25-41-47-48,6-10,0,0,0
2013049,M,18/06/2013,24,33,17,41,44,11,1,17-24-33-41-44,1-11,0,0,0
2013050,V,21/06/2013,30,11,36,45,10,1,2,10-11-30-36-45,1-2,0,0,0
2013051,M,25/06/2013,4,13,35,27,5,2,1,4-5-13-27-35,1-2,0,2,93968807
2013052,V,28/06/2013,15,1,47,28,35,7,1,1-15-28-35-47,1-7,1,1,15000000
2013053,M,02/07/2013,14,13,11,28,30,4,5,11-13-14-28-30,4-5,0,0,0
2013054,V,05/07/2013,28,4,33,12,15,1,10,4-12-15-28-33,1-10,0,0,0
2013055,M,09/07/2013,18,16,38,49,31,10,4,16-18-31-38-49,4-10,0,1,33574531
2013056,V,12/07/2013,26,42,33,18,32,3,2,18-26-32-33-42,2-3,0,0,0
2013057,M,16/07/2013,50,34,47,19,23,4,6,19-23-34-47-50,4-6,0,1,22078146
2013058,V,19/07/2013,24,35,13,26,16,5,2,13-16-24-26-35,2-5,0,1,15000000
2013059,M,23/07/2013,19,14,44,16,15,4,5,14-15-16-19-44,4-5,0,1,15000000
2013060,V,26/07/2013,23,38,29,12,49,4,3,12-23-29-38-49,3-4,0,0,0
2013061,M,30/07/2013,3,14,4,11,43,1,6,3-4-11-14-43,1-6,0,0,0
2013062,V,02/08/2013,42,36,48,37,21,7,4,21-36-37-42-48,4-7,0,0,0
2013063,M,06/08/2013,17,47,16,49,31,3,11,16-17-31-47-49,3-11,0,0,0
2013064,V,09/08/2013,24,4,23,7,9,9,8,4-7-9-23-24,8-9,0,0,0
2013065,M,13/08/2013,5,20,47,17,50,1,4,5-17-20-47-50,1-4,0,0,0
2013066,V,16/08/2013,39,20,24,37,27,5,10,20-24-27-37-39,5-10,0,0,0
2013067,M,20/08/2013,42,11,50,49,5,8,11,5-11-42-49-50,8-11,0,0,0
2013068,V,23/08/2013,30,37,26,6,1,8,5,1-6-26-30-37,5-8,0,1,93948087
2013069,M,27/08/2013,7,40,38,43,30,6,2,7-30-38-40-43,2-6,0,0,0
2013070,V,30/08/2013,45,25,17,36,2,5,9,2-17-25-36-45,5-9,1,2,12821112
2013071,M,03/09/2013,5,18,16,42,9,7,9,5-9-16-18-42,7-9,0,0,0
2013072,V,06/09/2013,25,11,32,23,37,7,4,11-23-25-32-37,4-7,0,2,12801474
2013073,M,10/09/2013,7,28,30,14,11,2,10,7-11-14-28-30,2-10,0,0,0
2013074,V,13/09/2013,14,27,6,4,33,10,5,4-6-14-27-33,5-10,0,0,0
2013075,M,17/09/2013,44,17,21,42,13,11,9,13-17-21-42-44,9-11,0,0,0
2013076,V,20/09/2013,5,11,38,35,45,2,3,5-11-35-38-45,2-3,0,0,0
2013077,M,24/09/2013,43,20,10,28,26,9,11,10-20-26-28-43,9-11,0,0,0
2013078,V,27/09/2013,41,15,11,38,43,6,2,11-15-38-41-43,2-6,0,1,65793284
2013079,M,01/10/2013,19,44,48,25,23,9,8,19-23-25-44-48,8-9,0,0,0
2013080,V,04/10/2013,50,35,6,24,20,5,10,6-20-24-35-50,5-10,0,0,0
2013081,M,08/10/2013,23,24,33,42,26,5,3,23-24-26-33-42,3-5,0,0,0
2013082,V,11/10/2013,6,17,23,12,43,5,9,6-12-17-23-43,5-9,0,0,0
2013083,M,15/10/2013,39,18,27,43,47,7,4,18-27-39-43-47,4-7,0,1,50899071
2013084,V,18/10/2013,25,36,47,46,5,2,6,5-25-36-46-47,2-6,0,0,0
2013085,M,22/10/2013,39,33,29,44,41,9,11,29-33-39-41-44,9-11,0,0,0
2013086,V,25/10/2013,2,31,38,3,10,6,10,2-3-10-31-38,6-10,0,1,31714028
2013087,M,29/10/2013,32,9,10,30,37,6,2,9-10-30-32-37,2-6,1,1,15000000
2013088,V,01/11/2013,19,33,29,30,7,3,8,7-19-29-30-33,3-8,0,0,0
2013089,M,05/11/2013,35,38,12,13,6,2,3,6-12-13-35-38,2-3,0,1,21594781
2013090,V,08/11/2013,35,20,42,43,28,8,10,20-28-35-42-43,8-10,1,2,7500000
2013091,M,12/11/2013,29,48,40,37,14,11,2,14-29-37-40-48,2-11,0,0,0
2013092,V,15/11/2013,13,42,3,15,29,4,1,3-13-15-29-42,1-4,0,1,100000000
2013093,M,19/11/2013,45,14,19,36,15,1,10,14-15-19-36-45,1-10,0,0,0
2013094,V,22/11/2013,40,26,13,25,50,8,9,13-25-26-40-50,8-9,0,0,0
2013095,M,26/11/2013,44,27,23,42,19,5,3,19-23-27-42-44,3-5,0,1,32148861
2013096,V,29/11/2013,10,23,7,2,43,4,7,2-7-10-23-43,4-7,0,1,15000000
2013097,M,03/12/2013,32,6,29,15,13,2,9,6-13-15-29-32,2-9,0,0,0
2013098,V,06/12/2013,18,31,36,2,1,7,10,1-2-18-31-36,7-10,0,0,0
2013099,M,10/12/2013,49,50,24,6,35,7,1,6-24-35-49-50,1-7,0,0,0
2013100,V,13/12/2013,24,22,23,1,31,6,11,1-22-23-24-31,6-11,0,0,0
2013101,M,17/12/2013,41,6,8,37,27,7,10,6-8-27-37-41,7-10,0,0,0
2013102,V,20/12/2013,13,22,17,43,12,10,3,12-13-17-22-43,3-10,0,0,0
2013103,M,24/12/2013,5,31,43,50,19,6,2,5-19-31-43-50,2-6,0,0,0
2013104,V,27/12/2013,1,22,6,13,28,10,5,1-6-13-22-28,5-10,0,0,0
2013105,M,31/12/2013,29,45,24,20,13,7,3,13-20-24-29-45,3-7,0,0,0
2014001,V,03/01/2014,3,44,27,38,31,3,8,3-27-31-38-44,3-8,0,0,0
2014002,M,07/01/2014,2,45,20,27,33,6,10,2-20-27-33-45,6-10,1,2,65138886
2014003,V,10/01/2014,1,27,2,11,29,10,1,1-2-11-27-29,1-10,0,0,0
2014004,M,14/01/2014,25,18,20,26,37,11,10,18-20-25-26-37,10-11,0,0,0
2014005,V,17/01/2014,26,19,33,42,32,10,4,19-26-32-33-42,4-10,0,0,0
2014006,M,21/01/2014,4,42,35,48,12,5,8,4-12-35-42-48,5-8,0,0,0
2014007,V,24/01/2014,19,41,35,34,5,1,5,5-19-34-35-41,1-5,0,0,0
2014008,M,28/01/2014,18,23,48,20,42,2,9,18-20-23-42-48,2-9,0,0,0
2014009,V,31/01/2014,10,15,31,8,16,8,9,8-10-15-16-31,8-9,1,1,72149579
2014010,M,04/02/2014,37,1,33,21,38,8,4,1-21-33-37-38,4-8,0,0,0
2014011,V,07/02/2014,17,19,47,3,46,9,10,3-17-19-46-47,9-10,0,1,25315477
2014012,M,11/02/2014,47,25,8,17,41,1,2,8-17-25-41-47,1-2,0,0,0
2014013,V,14/02/2014,19,39,4,2,6,2,7,2-4-6-19-39,2-7,0,1,25543227
2014014,M,18/02/2014,36,37,26,23,49,6,7,23-26-36-37-49,6-7,0,0,0
2014015,V,21/02/2014,28,13,17,30,32,5,7,13-17-28-30-32,5-7,0,0,0
2014016,M,25/02/2014,42,21,25,28,35,6,4,21-25-28-35-42,4-6,0,0,0
2014017,V,28/02/2014,38,44,32,12,43,2,7,12-32-38-43-44,2-7,0,1,42517715
2014018,M,04/03/2014,3,22,5,27,44,6,1,3-5-22-27-44,1-6,0,0,0
2014019,V,07/03/2014,38,10,40,5,41,1,8,5-10-38-40-41,1-8,0,0,0
2014020,M,11/03/2014,1,4,44,33,23,8,7,1-4-23-33-44,7-8,0,0,0
2014021,V,14/03/2014,30,24,6,27,25,9,5,6-24-25-27-30,5-9,0,1,129384564
2014022,M,18/03/2014,27,36,34,8,39,5,10,8-27-34-36-39,5-10,0,0,0
2014023,V,21/03/2014,37,7,39,30,42,7,5,7-30-37-39-42,5-7,0,1,25493153
2014024,M,25/03/2014,28,50,26,7,20,8,2,7-20-26-28-50,2-8,0,0,0
2014025,V,28/03/2014,3,43,19,28,4,3,7,3-4-19-28-43,3-7,0,1,25329483
2014026,M,01/04/2014,44,38,18,16,26,10,8,16-18-26-38-44,8-10,0,1,15000000
2014027,V,04/04/2014,50,45,28,6,10,10,11,6-10-28-45-50,10-11,0,0,0
2014028,M,08/04/2014,42,11,29,18,49,11,4,11-18-29-42-49,4-11,0,0,0
2014029,V,11/04/2014,8,33,30,12,19,4,11,8-12-19-30-33,4-11,0,0,0
2014030,M,15/04/2014,14,50,47,26,3,7,11,3-14-26-47-50,7-11,0,0,0
2014031,V,18/04/2014,21,47,31,39,24,3,7,21-24-31-39-47,3-7,0,0,0
2014032,M,22/04/2014,20,46,15,24,13,8,1,13-15-20-24-46,1-8,0,0,0
2014033,V,25/04/2014,13,49,44,21,24,9,1,13-21-24-44-49,1-9,0,0,0
2014034,M,29/04/2014,35,26,18,23,44,3,11,18-23-26-35-44,3-11,0,0,0
2014035,V,02/05/2014,30,42,4,31,38,11,2,4-30-31-38-42,2-11,0,1,89166455
2014036,M,06/05/2014,37,5,19,31,24,9,1,5-19-24-31-37,1-9,0,0,0
2014037,V,09/05/2014,45,28,3,26,21,10,7,3-21-26-28-45,7-10,0,0,0
2014038,M,13/05/2014,47,34,13,30,4,6,2,4-13-30-34-47,2-6,0,0,0
2014039,V,16/05/2014,26,23,37,29,40,4,3,23-26-29-37-40,3-4,0,0,0
2014040,M,20/05/2014,38,5,36,33,47,4,9,5-33-36-38-47,4-9,0,0,0
2014041,V,23/05/2014,31,3,47,8,34,11,9,3-8-31-34-47,9-11,0,0,0
2014042,M,27/05/2014,16,13,26,25,7,1,6,7-13-16-25-26,1-6,0,0,0
2014043,V,30/05/2014,27,41,24,45,5,7,6,5-24-27-41-45,6-7,0,0,0
2014044,M,03/06/2014,2,39,32,15,44,5,10,2-15-32-39-44,5-10,0,0,0
2014045,V,06/06/2014,34,40,25,7,49,9,11,7-25-34-40-49,9-11,0,0,0
2014046,M,10/06/2014,12,18,21,33,32,1,11,12-18-21-32-33,1-11,0,0,0
2014047,V,13/06/2014,16,22,28,46,18,11,9,16-18-22-28-46,9-11,0,1,137313501
2014048,M,17/06/2014,48,13,37,40,11,8,9,11-13-37-40-48,8-9,0,0,0
2014049,V,20/06/2014,5,38,49,15,25,1,2,5-15-25-38-49,1-2,0,1,24974879
2014050,M,24/06/2014,20,1,7,21,48,4,7,1-7-20-21-48,4-7,0,0,0
2014051,V,27/06/2014,39,34,45,33,31,2,10,31-33-34-39-45,2-10,0,0,0
2014052,M,01/07/2014,39,25,18,22,27,5,10,18-22-25-27-39,5-10,0,0,0
2014053,V,04/07/2014,47,18,43,39,4,6,2,4-18-39-43-47,2-6,0,0,0
2014054,M,08/07/2014,24,18,22,8,27,11,4,8-18-22-24-27,4-11,0,0,0
2014055,V,11/07/2014,38,35,5,49,22,7,4,5-22-35-38-49,4-7,0,0,0
2014056,M,15/07/2014,18,27,15,34,20,1,3,15-18-20-27-34,1-3,0,1,67902166
2014057,V,18/07/2014,1,41,43,11,29,3,11,1-11-29-41-43,3-11,0,0,0
2014058,M,22/07/2014,1,43,50,45,24,5,8,1-24-43-45-50,5-8,0,0,0
2014059,V,25/07/2014,10,24,9,12,43,5,9,9-10-12-24-43,5-9,0,0,0
2014060,M,29/07/2014,40,23,35,10,43,9,3,10-23-35-40-43,3-9,0,1,37632166
2014061,V,01/08/2014,50,44,46,48,24,10,5,24-44-46-48-50,5-10,0,0,0
2014062,M,05/08/2014,5,21,42,7,19,11,5,5-7-19-21-42,5-11,0,0,0
2014063,V,08/08/2014,29,21,35,46,43,1,9,21-29-35-43-46,1-9,0,0,0
2014064,M,12/08/2014,22,19,7,16,33,5,2,7-16-19-22-33,2-5,0,0,0
2014065,V,15/08/2014,4,21,30,5,23,10,8,4-5-21-23-30,8-10,0,0,0
2014066,M,19/08/2014,11,34,47,4,7,7,8,4-7-11-34-47,7-8,0,1,54304297
2014067,V,22/08/2014,29,17,49,35,4,1,2,4-17-29-35-49,1-2,0,0,0
2014068,M,26/08/2014,36,48,45,10,22,11,4,10-22-36-45-48,4-11,0,0,0
2014069,V,29/08/2014,32,38,26,9,2,3,6,2-9-26-32-38,3-6,0,0,0
2014070,M,02/09/2014,39,45,25,31,5,8,1,5-25-31-39-45,1-8,0,0,0
2014071,V,05/09/2014,18,50,23,46,1,9,3,1-18-23-46-50,3-9,0,0,0
2014072,M,09/09/2014,15,35,19,8,24,10,8,8-15-19-24-35,8-10,0,0,0
2014073,V,12/09/2014,31,9,33,26,13,7,11,9-13-26-31-33,7-11,0,0,0
2014074,M,16/09/2014,4,30,35,50,29,4,2,4-29-30-35-50,2-4,0,0,0
2014075,V,19/09/2014,6,34,8,38,48,9,3,6-8-34-38-48,3-9,0,1,86732923
2014076,M,23/09/2014,13,35,14,29,12,1,7,12-13-14-29-35,1-7,0,0,0
2014077,V,26/09/2014,46,35,47,13,27,1,2,13-27-35-46-47,1-2,0,0,0
2014078,M,30/09/2014,33,13,15,3,42,5,7,3-13-15-33-42,5-7,0,1,32929188
2014079,V,03/10/2014,13,23,50,48,4,10,5,4-13-23-48-50,5-10,0,0,0
2014080,M,07/10/2014,38,30,21,9,28,8,1,9-21-28-30-38,1-8,0,0,0
2014081,V,10/10/2014,29,42,47,45,6,9,10,6-29-42-45-47,9-10,0,0,0
2014082,M,14/10/2014,15,23,32,4,5,7,3,4-5-15-23-32,3-7,0,0,0
2014083,V,17/10/2014,49,13,48,1,40,8,10,1-13-40-48-49,8-10,0,0,0
2014084,M,21/10/2014,40,33,27,20,21,3,10,20-21-27-33-40,3-10,0,0,0
2014085,V,24/10/2014,42,20,3,30,9,6,1,3-9-20-30-42,1-6,0,1,190000000
2014086,M,28/10/2014,45,17,40,10,15,1,2,10-15-17-40-45,1-2,1,1,15000000
2014087,V,31/10/2014,10,41,13,20,33,9,3,10-13-20-33-41,3-9,0,0,0
2014088,M,04/11/2014,1,13,6,26,17,3,5,1-6-13-17-26,3-5,0,0,0
2014089,V,07/11/2014,32,13,38,46,25,10,1,13-25-32-38-46,1-10,1,2,16506235
2014090,M,11/11/2014,46,14,36,2,21,11,7,2-14-21-36-46,7-11,0,0,0
2014091,V,14/11/2014,36,32,38,48,17,8,5,17-32-36-38-48,5-8,0,0,0
2014092,M,18/11/2014,3,2,36,38,17,11,4,2-3-17-36-38,4-11,0,0,0
2014093,V,21/11/2014,28,32,7,37,4,5,10,4-7-28-32-37,5-10,0,0,0
2014094,M,25/11/2014,32,7,36,3,25,1,6,3-7-25-32-36,1-6,0,0,0
2014095,V,28/11/2014,10,23,6,41,15,10,4,6-10-15-23-41,4-10,0,0,0
2014096,M,02/12/2014,15,25,3,49,44,9,1,3-15-25-44-49,1-9,1,1,72971665
2014097,V,05/12/2014,5,8,48,47,37,3,2,5-8-37-47-48,2-3,0,0,0
2014098,M,09/12/2014,31,1,3,42,46,11,4,1-3-31-42-46,4-11,0,0,0
2014099,V,12/12/2014,28,2,15,31,37,4,6,2-15-28-31-37,4-6,0,0,0
2014100,M,16/12/2014,13,7,3,25,12,5,8,3-7-12-13-25,5-8,0,1,39580687
2014101,V,19/12/2014,39,44,23,29,31,5,8,23-29-31-39-44,5-8,0,1,15000000
2014102,M,23/12/2014,49,25,9,19,8,10,2,8-9-19-25-49,2-10,0,0,0
2014103,V,26/12/2014,26,45,27,49,17,2,3,17-26-27-45-49,2-3,0,1,25234535
2014104,M,30/12/2014,6,18,39,50,44,11,8,6-18-39-44-50,8-11,1,1,15000000
2015001,V,02/01/2015,24,25,49,28,22,3,6,22-24-25-28-49,3-6,0,0,0
2015002,M,06/01/2015,20,38,30,14,49,4,3,14-20-30-38-49,3-4,0,0,0
2015003,V,09/01/2015,6,32,45,21,24,1,11,6-21-24-32-45,1-11,0,1,31666941
2015004,M,13/01/2015,34,31,21,8,17,10,9,8-17-21-31-34,9-10,0,0,0
2015005,V,16/01/2015,34,32,29,30,46,6,3,29-30-32-34-46,3-6,0,0,0
2015006,M,20/01/2015,33,47,15,41,44,10,8,15-33-41-44-47,8-10,0,2,16269652
2015007,V,23/01/2015,30,45,29,38,6,8,1,6-29-30-38-45,1-8,0,0,0
2015008,M,27/01/2015,10,33,5,31,40,10,8,5-10-31-33-40,8-10,0,1,21715116
2015009,V,30/01/2015,9,24,15,13,19,3,8,9-13-15-19-24,3-8,0,2,7500000
2015010,M,03/02/2015,50,44,17,31,33,11,7,17-31-33-44-50,7-11,1,1,15000000
2015011,V,06/02/2015,50,30,10,26,39,8,7,10-26-30-39-50,7-8,0,0,0
2015012,M,10/02/2015,30,45,20,13,17,9,10,13-17-20-30-45,9-10,0,0,0
2015013,V,13/02/2015,24,12,39,44,42,3,11,12-24-39-42-44,3-11,0,0,0
2015014,M,17/02/2015,5,2,18,43,30,10,1,2-5-18-30-43,1-10,0,0,0
2015015,V,20/02/2015,37,46,10,4,14,4,7,4-10-14-37-46,4-7,0,0,0
2015016,M,24/02/2015,3,28,25,34,50,1,11,3-25-28-34-50,1-11,0,0,0
2015017,V,27/02/2015,17,25,14,5,47,10,9,5-14-17-25-47,9-10,0,0,0
2015018,M,03/03/2015,6,21,13,8,11,8,7,6-8-11-13-21,7-8,0,0,0
2015019,V,06/03/2015,47,30,49,50,23,7,2,23-30-47-49-50,2-7,0,1,100000000
2015020,M,10/03/2015,31,30,2,6,23,10,2,2-6-23-30-31,2-10,0,0,0
2015021,V,13/03/2015,4,5,22,18,23,3,1,4-5-18-22-23,1-3,0,0,0
2015022,M,17/03/2015,11,23,44,38,26,8,1,11-23-26-38-44,1-8,0,0,0
2015023,V,20/03/2015,3,14,42,48,37,1,10,3-14-37-42-48,1-10,0,0,0
2015024,M,24/03/2015,40,10,39,24,26,3,10,10-24-26-39-40,3-10,0,0,0
2015025,V,27/03/2015,30,39,32,44,2,10,6,2-30-32-39-44,6-10,0,0,0
2015026,M,31/03/2015,8,28,20,24,49,8,9,8-20-24-28-49,8-9,0,1,73584056
2015027,V,03/04/2015,39,37,49,29,27,4,2,27-29-37-39-49,2-4,0,0,0
2015028,M,07/04/2015,39,25,50,44,18,8,5,18-25-39-44-50,5-8,0,1,21449918
2015029,V,10/04/2015,25,43,22,23,30,5,9,22-23-25-30-43,5-9,0,0,0
2015030,M,14/04/2015,49,34,32,24,35,2,1,24-32-34-35-49,1-2,0,0,0
2015031,V,17/04/2015,39,2,34,24,30,11,8,2-24-30-34-39,8-11,0,0,0
2015032,M,21/04/2015,14,42,17,6,45,8,1,6-14-17-42-45,1-8,0,0,0
2015033,V,24/04/2015,31,5,40,29,19,3,10,5-19-29-31-40,3-10,0,1,50731331
2015034,M,28/04/2015,36,24,28,26,45,10,7,24-26-28-36-45,7-10,0,0,0
2015035,V,01/05/2015,19,26,20,25,3,6,10,3-19-20-25-26,6-10,0,0,0
2015036,M,05/05/2015,1,17,10,42,20,9,8,1-10-17-20-42,8-9,0,0,0
2015037,V,08/05/2015,14,19,49,7,47,10,3,7-14-19-47-49,3-10,0,0,0
2015038,M,12/05/2015,29,30,14,46,40,3,6,14-29-30-40-46,3-6,0,1,47879234
2015039,V,15/05/2015,47,42,44,5,35,9,8,5-35-42-44-47,8-9,0,0,0
2015040,M,19/05/2015,35,37,31,26,30,11,8,26-30-31-35-37,8-11,0,0,0
2015041,V,22/05/2015,18,44,35,24,45,5,11,18-24-35-44-45,5-11,0,0,0
2015042,M,26/05/2015,6,24,7,21,5,6,5,5-6-7-21-24,5-6,0,1,37682171
2015043,V,29/05/2015,4,20,48,45,3,8,6,3-4-20-45-48,6-8,0,0,0
2015044,M,02/06/2015,23,7,41,29,37,1,8,7-23-29-37-41,1-8,0,0,0
2015045,V,05/06/2015,8,7,2,48,45,9,1,2-7-8-45-48,1-9,0,0,0
2015046,M,09/06/2015,5,34,17,9,32,8,6,5-9-17-32-34,6-8,0,0,0
2015047,V,12/06/2015,11,10,37,5,8,9,7,5-8-10-11-37,7-9,0,1,129204405
2015048,M,16/06/2015,15,10,36,16,37,3,9,10-15-16-36-37,3-9,0,0,0
2015049,V,19/06/2015,7,14,20,31,42,9,3,7-14-20-31-42,3-9,0,1,24835107
2015050,M,23/06/2015,16,38,4,22,49,6,9,4-16-22-38-49,6-9,0,0,0
2015051,V,26/06/2015,10,19,6,3,24,5,7,3-6-10-19-24,5-7,0,1,25263266
2015052,M,30/06/2015,11,28,15,34,37,1,8,11-15-28-34-37,1-8,0,0,0
2015053,V,03/07/2015,11,18,44,15,12,3,9,11-12-15-18-44,3-9,0,0,0
2015054,M,07/07/2015,7,41,33,18,6,10,3,6-7-18-33-41,3-10,0,0,0
2015055,V,10/07/2015,35,8,15,5,41,5,4,5-8-15-35-41,4-5,0,1,40998254
2015056,M,14/07/2015,34,18,36,19,6,1,8,6-18-19-34-36,1-8,0,0,0
2015057,V,17/07/2015,21,48,22,1,43,9,7,1-21-22-43-48,7-9,0,0,0
2015058,M,21/07/2015,14,29,44,27,20,10,7,14-20-27-29-44,7-10,0,0,0
2015059,V,24/07/2015,21,46,2,9,35,2,11,2-9-21-35-46,2-11,1,1,40468528
2015060,M,28/07/2015,36,23,49,43,32,8,7,23-32-36-43-49,7-8,0,0,0
2015061,V,31/07/2015,34,21,16,50,40,6,9,16-21-34-40-50,6-9,1,1,24939216
2015062,M,04/08/2015,50,15,39,10,45,10,9,10-15-39-45-50,9-10,0,0,0
2015063,V,07/08/2015,1,5,21,44,39,4,11,1-5-21-39-44,4-11,0,0,0
2015064,M,11/08/2015,2,16,3,15,8,4,11,2-3-8-15-16,4-11,0,0,0
2015065,V,14/08/2015,45,4,44,7,39,3,5,4-7-39-44-45,3-5,0,1,40297743
2015066,M,18/08/2015,7,10,19,12,11,2,9,7-10-11-12-19,2-9,0,0,0
2015067,V,21/08/2015,47,4,16,18,43,10,6,4-16-18-43-47,6-10,0,0,0
2015068,M,25/08/2015,31,33,50,27,42,5,2,27-31-33-42-50,2-5,0,1,30507122
2015069,V,28/08/2015,11,34,30,29,31,4,7,11-29-30-31-34,4-7,0,1,15000000
2015070,M,01/09/2015,6,27,45,19,21,8,1,6-19-21-27-45,1-8,0,0,0
2015071,V,04/09/2015,27,8,45,9,50,8,10,8-9-27-45-50,8-10,0,0,0
2015072,M,08/09/2015,42,14,40,39,16,1,4,14-16-39-40-42,1-4,0,1,30904640
2015073,V,11/09/2015,19,50,10,29,18,9,1,10-18-19-29-50,1-9,0,0,0
2015074,M,15/09/2015,44,8,15,17,49,5,8,8-15-17-44-49,5-8,0,0,0
2015075,V,18/09/2015,39,34,33,7,29,8,7,7-29-33-34-39,7-8,0,0,0
2015076,M,22/09/2015,27,14,23,29,26,7,10,14-23-26-27-29,7-10,0,0,0
2015077,V,25/09/2015,14,37,30,13,23,8,2,13-14-23-30-37,2-8,0,1,47772431
2015078,M,29/09/2015,14,49,26,11,29,3,9,11-14-26-29-49,3-9,0,1,15000000
2015079,V,02/10/2015,21,35,7,32,18,11,2,7-18-21-32-35,2-11,0,1,15000000
2015080,M,06/10/2015,22,32,29,11,20,1,8,11-20-22-29-32,1-8,0,0,0
2015081,V,09/10/2015,43,42,47,40,1,9,11,1-40-42-43-47,9-11,0,0,0
2015082,M,13/10/2015,26,15,12,47,29,11,3,12-15-26-29-47,3-11,0,2,15439214
2015083,V,16/10/2015,28,43,7,48,29,3,10,7-28-29-43-48,3-10,0,0,0
2015084,M,20/10/2015,21,19,30,45,17,8,10,17-19-21-30-45,8-10,0,0,0
2015085,V,23/10/2015,25,7,32,39,30,2,8,7-25-30-32-39,2-8,0,0,0
2015086,M,27/10/2015,11,20,25,36,12,9,6,11-12-20-25-36,6-9,0,0,0
2015087,V,30/10/2015,34,13,17,8,21,6,7,8-13-17-21-34,6-7,0,0,0
2015088,M,03/11/2015,39,27,49,8,46,2,6,8-27-39-46-49,2-6,0,0,0
2015089,V,06/11/2015,26,40,38,17,3,4,10,3-17-26-38-40,4-10,0,0,0
2015090,M,10/11/2015,43,39,13,6,18,2,8,6-13-18-39-43,2-8,0,0,0
2015091,V,13/11/2015,33,10,18,40,17,8,2,10-17-18-33-40,2-8,0,0,0
2015092,M,17/11/2015,6,37,23,38,7,11,10,6-7-23-37-38,10-11,0,0,0
2015093,V,20/11/2015,34,49,30,46,4,8,7,4-30-34-46-49,7-8,0,1,163553041
2015094,M,24/11/2015,26,14,17,9,16,10,11,9-14-16-17-26,10-11,0,0,0
2015095,V,27/11/2015,50,16,30,37,29,6,8,16-29-30-37-50,6-8,0,0,0
2015096,M,01/12/2015,35,15,45,25,2,10,8,2-15-25-35-45,8-10,0,0,0
2015097,V,04/12/2015,17,27,18,39,8,7,1,8-17-18-27-39,1-7,0,0,0
2015098,M,08/12/2015,48,29,12,38,17,9,11,12-17-29-38-48,9-11,0,0,0
2015099,V,11/12/2015,43,5,21,3,40,11,6,3-5-21-40-43,6-11,0,0,0
2015100,M,15/12/2015,11,27,35,8,23,4,11,8-11-23-27-35,4-11,0,0,0
2015101,V,18/12/2015,22,6,26,29,48,5,6,6-22-26-29-48,5-6,0,1,83228800
2015102,M,22/12/2015,19,41,18,40,20,7,10,18-19-20-40-41,7-10,0,0,0
2015103,V,25/12/2015,10,27,40,3,25,9,3,3-10-25-27-40,3-9,0,0,0
2015104,M,29/12/2015,5,36,32,31,20,6,7,5-20-31-32-36,6-7,0,0,0
2016001,V,01/01/2016,44,37,38,39,4,4,7,4-37-38-39-44,4-7,0,0,0
2016002,M,05/01/2016,36,10,6,39,31,6,10,6-10-31-36-39,6-10,0,0,0
2016003,V,08/01/2016,35,33,26,40,5,3,8,5-26-33-35-40,3-8,0,0,0
2016004,M,12/01/2016,2,10,30,44,1,1,8,1-2-10-30-44,1-8,0,0,0
2016005,V,15/01/2016,43,38,19,10,46,1,11,10-19-38-43-46,1-11,0,0,0
2016006,M,19/01/2016,2,30,38,43,46,7,2,2-30-38-43-46,2-7,0,0,0
2016007,V,22/01/2016,27,10,30,47,12,9,8,10-12-27-30-47,8-9,0,0,0
2016008,M,26/01/2016,15,40,24,48,38,2,9,15-24-38-40-48,2-9,0,0,0
2016009,V,29/01/2016,29,32,23,1,5,1,7,1-5-23-29-32,1-7,1,2,66188316
2016010,M,02/02/2016,36,21,10,6,9,6,2,6-9-10-21-36,2-6,0,1,15000000
2016011,V,05/02/2016,46,32,27,3,41,4,8,3-27-32-41-46,4-8,0,0,0
