annee_numero_tirage,jour_tirage,date_tirage,boule_1,boule_2,boule_3,boule_4,boule_5,etoile_1,etoile_2,boules_croissant,etoiles_croissant,nb_gagnants_r1_fr,nb_gagnants_r1_eu,rapport_r1
25023,V,21/03/2025,9,17,18,21,50,12,5,9-17-18-21-50,5-12,0,0,0
25024,M,25/03/2025,36,3,18,33,1,6,2,1-3-18-33-36,2-6,0,0,0
25025,V,28/03/2025,10,21,30,45,42,1,9,10-21-30-42-45,1-9,0,1,"250000000,00"
25026,M,01/04/2025,30,49,46,9,24,4,12,9-24-30-46-49,4-12,0,0,0
25027,V,04/04/2025,50,27,39,45,41,7,5,27-39-41-45-50,5-7,1,1,"30117535,00"
25028,M,08/04/2025,15,3,48,14,49,1,7,3-14-15-48-49,1-7,0,0,0
25029,V,11/04/2025,14,34,46,49,28,3,8,14-28-34-46-49,3-8,0,0,0
25030,M,15/04/2025,3,31,38,44,33,12,6,3-31-33-38-44,6-12,0,0,0
25031,V,18/04/2025,20,48,39,35,27,3,8,20-27-35-39-48,3-8,0,0,0
25032,M,22/04/2025,37,47,33,7,28,9,12,7-28-33-37-47,9-12,0,0,0
25033,V,25/04/2025,13,32,39,41,22,1,12,13-22-32-39-41,1-12,0,0,0
25034,M,29/04/2025,24,30,41,2,9,11,1,2-9-24-30-41,1-11,0,0,0
25035,V,02/05/2025,21,49,5,3,19,1,10,3-5-19-21-49,1-10,0,0,0
25036,M,06/05/2025,23,24,47,48,8,4,9,8-23-24-47-48,4-9,0,0,0
25037,V,09/05/2025,15,18,25,47,29,9,5,15-18-25-29-47,5-9,0,0,0
25038,M,13/05/2025,19,9,44,47,50,2,9,9-19-44-47-50,2-9,0,0,0
25039,V,16/05/2025,25,9,37,46,6,6,12,6-9-25-37-46,6-12,0,0,0
25040,M,20/05/2025,47,1,29,8,13,5,6,1-8-13-29-47,5-6,0,0,0
25041,V,23/05/2025,49,43,29,46,10,12,7,10-29-43-46-49,7-12,0,0,0
25042,M,27/05/2025,30,41,38,12,40,4,12,12-30-38-40-41,4-12,0,0,0
25043,V,30/05/2025,36,7,14,4,33,1,5,4-7-14-33-36,1-5,0,0,0
25044,M,03/06/2025,47,12,15,38,48,7,5,12-15-38-47-48,5-7,0,0,0
25045,V,06/06/2025,30,29,21,20,35,2,12,20-21-29-30-35,2-12,0,0,0
25046,M,10/06/2025,36,40,45,39,19,5,6,19-36-39-40-45,5-6,0,0,0
25047,V,13/06/2025,43,40,45,2,28,3,7,2-28-40-43-45,3-7,0,0,0
25048,M,17/06/2025,22,44,49,23,13,3,5,13-22-23-44-49,3-5,0,1,"250000000,00"
25049,V,20/06/2025,37,24,47,5,8,9,3,5-8-24-37-47,3-9,0,0,0
25050,M,24/06/2025,16,21,39,7,23,11,7,7-16-21-23-39,7-11,0,0,0
25051,V,27/06/2025,27,45,19,36,49,7,10,19-27-36-45-49,7-10,0,0,0
25052,M,01/07/2025,34,17,1,28,32,7,8,1-17-28-32-34,7-8,0,0,0
25053,V,04/07/2025,45,19,48,29,42,5,7,19-29-42-45-48,5-7,0,0,0
25054,M,08/07/2025,50,18,9,1,8,5,1,1-8-9-18-50,1-5,0,0,0
25055,V,11/07/2025,8,24,45,23,49,2,10,8-23-24-45-49,2-10,0,0,0
25056,M,15/07/2025,41,45,24,49,38,1,6,24-38-41-45-49,1-6,0,0,0
25057,V,18/07/2025,25,19,42,45,13,9,2,13-19-25-42-45,2-9,0,0,0
25058,M,22/07/2025,8,41,33,26,15,9,10,8-15-26-33-41,9-10,0,0,0
25059,V,25/07/2025,32,36,23,6,7,11,12,6-7-23-32-36,11-12,0,0,0
25060,M,29/07/2025,5,46,44,6,42,4,8,5-6-42-44-46,4-8,0,0,0
25061,V,01/08/2025,29,4,25,16,30,10,2,4-16-25-29-30,2-10,0,0,0
25062,M,05/08/2025,1,3,5,42,47,5,10,1-3-5-42-47,5-10,0,0,0
25063,V,08/08/2025,2,34,19,12,44,10,6,2-12-19-34-44,6-10,0,0,0
25064,M,12/08/2025,46,48,28,18,42,3,9,18-28-42-46-48,3-9,0,0,0
25065,V,15/08/2025,36,40,35,30,13,6,2,13-30-35-36-40,2-6,0,0,0
25066,M,19/08/2025,24,43,41,34,31,8,6,24-31-34-41-43,6-8,1,1,"250000000,00"
25067,V,22/08/2025,39,30,9,12,6,10,4,6-9-12-30-39,4-10,0,0,0
25068,M,26/08/2025,2,42,38,14,45,11,10,2-14-38-42-45,10-11,0,0,0
25069,V,29/08/2025,6,13,37,10,9,1,7,6-9-10-13-37,1-7,0,0,0
25070,M,02/09/2025,31,32,36,13,30,12,1,13-30-31-32-36,1-12,0,0,0
25071,V,05/09/2025,30,27,41,31,43,5,8,27-30-31-41-43,5-8,0,1,"65278573,00"
25072,M,09/09/2025,3,24,13,39,40,8,2,3-13-24-39-40,2-8,0,0,0
25073,V,12/09/2025,10,37,31,5,23,3,11,5-10-23-31-37,3-11,0,0,0
25074,M,16/09/2025,35,9,13,1,40,6,5,1-9-13-35-40,5-6,0,0,0
25075,V,19/09/2025,26,32,42,8,10,9,12,8-10-26-32-42,9-12,0,0,0
25076,M,23/09/2025,13,29,33,11,24,5,2,11-13-24-29-33,2-5,0,0,0
25077,V,26/09/2025,25,17,4,44,28,11,5,4-17-25-28-44,5-11,0,1,"130000000,00"
25078,M,30/09/2025,48,15,8,3,17,2,8,3-8-15-17-48,2-8,0,0,0
25079,V,03/10/2025,25,41,6,12,18,2,6,6-12-18-25-41,2-6,0,1,"29922038,00"
25080,M,07/10/2025,24,39,48,43,42,5,8,24-39-42-43-48,5-8,0,0,0
25081,V,10/10/2025,7,21,20,17,6,10,1,6-7-17-20-21,1-10,0,1,"29671390,00"
25082,M,14/10/2025,8,5,18,16,14,10,3,5-8-14-16-18,3-10,0,0,0
25083,V,17/10/2025,39,44,35,47,13,3,5,13-35-39-44-47,3-5,0,0,0
25084,M,21/10/2025,5,29,40,24,42,6,12,5-24-29-40-42,6-12,0,0,0
25085,V,24/10/2025,25,8,45,7,31,12,7,7-8-25-31-45,7-12,0,0,0
25086,M,28/10/2025,35,49,24,7,8,2,12,7-8-24-35-49,2-12,0,0,0
25087,V,31/10/2025,43,38,5,45,14,7,11,5-14-38-43-45,7-11,0,0,0
25088,M,04/11/2025,25,28,45,9,6,1,4,6-9-25-28-45,1-4,0,0,0
25089,V,07/11/2025,40,21,43,11,39,8,2,11-21-39-40-43,2-8,0,0,0
25090,M,11/11/2025,47,22,32,36,4,2,10,4-22-32-36-47,2-10,0,0,0
25091,V,14/11/2025,9,45,26,48,27,9,8,9-26-27-45-48,8-9,0,0,0
25092,M,18/11/2025,48,4,2,21,15,12,6,2-4-15-21-48,6-12,0,0,0
25093,V,21/11/2025,35,17,48,29,19,9,5,17-19-29-35-48,5-9,0,0,0
25094,M,25/11/2025,11,35,44,17,6,7,3,6-11-17-35-44,3-7,0,0,0
25095,V,28/11/2025,5,33,42,29,39,3,9,5-29-33-39-42,3-9,1,1,"178656733,00"
25096,M,02/12/2025,14,4,41,13,20,6,12,4-13-14-20-41,6-12,0,0,0
25097,V,05/12/2025,34,25,15,46,9,8,12,9-15-25-34-46,8-12,0,0,0
25098,M,09/12/2025,13,49,2,29,8,2,11,2-8-13-29-49,2-11,0,1,"142433804,00"
25099,V,12/12/2025,30,7,25,41,37,11,5,7-25-30-37-41,5-11,0,1,"17000000,00"
25100,M,16/12/2025,41,14,16,44,40,2,10,14-16-40-41-44,2-10,0,0,0
25101,V,19/12/2025,39,43,44,21,17,1,11,17-21-39-43-44,1-11,0,0,0
25102,M,23/12/2025,26,29,44,8,27,11,12,8-26-27-29-44,11-12,0,0,0
25103,V,26/12/2025,22,32,48,12,36,3,4,12-22-32-36-48,3-4,0,1,"54026007,00"
25104,M,30/12/2025,29,44,26,11,34,10,1,11-26-29-34-44,1-10,0,0,0
26001,V,02/01/2026,46,42,27,44,8,10,1,8-27-42-44-46,1-10,0,0,0
26002,M,06/01/2026,5,17,18,14,31,12,10,5-14-17-18-31,10-12,0,0,0
26003,V,09/01/2026,10,34,26,7,1,2,4,1-7-10-26-34,2-4,0,0,0
26004,M,13/01/2026,47,6,44,10,18,10,2,6-10-18-44-47,2-10,0,0,0
26005,V,16/01/2026,5,24,17,50,29,10,5,5-17-24-29-50,5-10,0,0,0
26006,M,20/01/2026,22,18,19,50,11,1,11,11-18-19-22-50,1-11,0,0,0
26007,V,23/01/2026,4,42,5,13,21,3,10,4-5-13-21-42,3-10,0,0,0
26008,M,27/01/2026,47,42,23,43,4,9,3,4-23-42-43-47,3-9,0,0,0
26009,V,30/01/2026,14,18,31,35,46,7,11,14-18-31-35-46,7-11,0,1,"123555827,00"
26010,M,03/02/2026,27,28,37,34,26,4,9,26-27-28-34-37,4-9,0,0,0
